Application Name:	ZOOMA (Automatic Ontology Mapper)
Version:	2.0
Run at:	20:28.03, 13.06.20
Run from:	http://www.ebi.ac.uk/fgpt/zooma


PROPERTY TYPE	PROPERTY VALUE	ONTOLOGY TERM LABEL(S)	ONTOLOGY TERM SYNONYM(S)	CONFIDENCE	ONTOLOGY TERM(S)	ONTOLOGY(S)	SOURCE(S)	STUDY
[NO TYPE]	Lactose intolerance, other/unspecified	lactose intolerance		Medium	EFO_1000062	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Lactose intolerance	lactose intolerance		High	EFO_1000062	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of lipoprotein metabolism and other lipidaemias	Disorder of amino acid and other organic acid metabolism		Medium	Orphanet_79062	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of lipoprotein metabolism and other lipidaemias	Disorder of other vitamins and cofactors metabolism and transport		Medium	Orphanet_309833	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorder of lipoprotein metabolism, unspecified	Disorder of fructose metabolism		Medium	Orphanet_308463	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorder of lipoprotein metabolism, unspecified	Disorder of glutamine metabolism		Medium	Orphanet_289841	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other metabolic disorders	Other metabolic disease		Medium	Orphanet_91088	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other metabolic disorders	Metabolic disease involving other neurotransmitter deficiency		Medium	Orphanet_79219	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Metabolic disorders	metabolic disease		Good	EFO_0000589	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of mineral metabolism	mineral metabolism disease		High	EFO_0009556	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other nutritional deficiencies	nutritional deficiency disease		High	EFO_1001067	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obesity	obesity		High	EFO_0001073	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obesity due to excess calories	Obesity due to SIM1 deficiency		Medium	Orphanet_369873	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obesity due to excess calories	Obesity due to CEP19 deficiency		Medium	Orphanet_397615	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obesity, other/unspecified	obesity		Good	EFO_0001073	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obesity and other hyperalimentation	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Ovarian dysfunction	ovarian dysfunction		High	EFO_0009003	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of parathyroid gland	hyperparathyroidism		Good	EFO_0008506	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Polycystic ovarian syndrome	polycystic ovary syndrome		High	EFO_0000660	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of the thyroid gland	thyroid disease		Good	EFO_1000627	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Subacute thyroiditis	subacute thyroiditis		Good	EFO_1001194	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Thyrotoxicosis with diffuse goitr	Thyrotoxicosis		Good	EFO_0009190	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Thyrotoxicosis with toxic multinodular goitre	Thyrotoxicosis		Good	EFO_0009190	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Thyrotoxicosis, other and/or unspecified	Thyrotoxicosis		Medium	EFO_0009190	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Thyrotoxicosis, other and/or unspecified	anthrax infection		Medium	EFO_0000778	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vitamin deficiency	vitamin D deficiency		Medium	EFO_0003762	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vitamin deficiency	vitamin A deficiency		Medium	EFO_1001237	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vitamin deficiency	Low levels of vitamin B2		Medium	HP_0100504	http://purl.obolibrary.org/obo/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Vitamin deficiency	vitamin B12 deficiency		Medium	EFO_0000734	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Volume depletion	Hypovolemia		High	HP_0011106	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unsepcified/other endometriosis	endometriosis		Medium	EFO_0001065	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unsepcified/other endometriosis	Ovarian Endometriosis		Medium	EFO_1000418	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Endometriosis of ovary	Ovarian Endometriosis		Good	EFO_1000418	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Endometriosis of pelvic peritoneum	endometriosis		Medium	EFO_0001065	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Endometriosis of pelvic peritoneum	Ovarian Endometriosis		Medium	EFO_1000418	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Endometriosis of rectovaginal septum and vagina	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Endometriosis of uterus	endometriosis		Medium	EFO_0001065	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Endometriosis of uterus	Ovarian Endometriosis		Medium	EFO_1000418	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Etmoidectomy	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disturbance of activity and attention	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to alcohol, excluding acute intoxication	mental or behavioural disorder		Medium	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to alcohol, excluding acute intoxication	mental or behavioural disorder biomarker		Medium	EFO_0006848	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute alcohol intoxication	alcohol dependence		Medium	EFO_0003829	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute alcohol intoxication	intoxication		Medium	EFO_0009574	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	All anxiety disorders	anxiety disorder		Medium	EFO_0006788	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	All anxiety disorders	generalized anxiety disorder		Medium	EFO_1001892	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dementia in Alzheimer disease	Alzheimer's disease		Good	EFO_0000249	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Anankastic personality disorder	Personality disorder		Medium	HP_0012075	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Anankastic personality disorder	personality disorder (disease)		Medium	MONDO_0002028	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Anorexia (incl.atypical)	anorexia nervosa		Medium	EFO_0004215	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Anorexia (incl.atypical)	eating disorder		Medium	EFO_0005203	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other anxiety disorders	anxiety disorder		High	EFO_0006788	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Behavioural syndromes associated with physiological disturbances and physical factors	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other behavioural and emotional disorders with onset usually occuring in childhood and adolescence	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bipolar affective disorders	bipolar disorder		High	EFO_0000289	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bulimia nervosa (incl. atypical)	anorexia nervosa		Medium	EFO_0004215	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Bulimia nervosa (incl. atypical)	bulimia nervosa		Medium	EFO_0005204	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to cannabinoids	mental or behavioural disorder		Medium	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to cannabinoids	mental or behavioural disorder biomarker		Medium	EFO_0006848	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Conduct disorder	conduct disorder		High	EFO_0004216	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mixed disorders of conduct and emotions	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Delirium, not induced by alcohol and other psychoactive substances	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Persistent delusional disorders	perceptual disorders		Medium	MONDO_0024417	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Persistent delusional disorders	communication disorder		Medium	MONDO_0002182	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dementia	C0497327		High	C0497327	http://identifiers.org/medgen/	https://www.ncbi.nlm.nih.gov/clinvar	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dementia in other diseases classified elsewhere	cardiomyopathy		Medium	EFO_0000318	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dementia in other diseases classified elsewhere	respiratory system disease		Medium	EFO_0000684	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Unspecified dementia	Dementia		High	HP_0000726	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dependent personality disorder	Personality disorder		Medium	HP_0012075	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dependent personality disorder	personality disorder (disease)		Medium	MONDO_0002028	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Depression	unipolar depression		Good	EFO_0003761	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Depression	unipolar depression, depressive symptom measurement	; 	Good	EFO_0003761, EFO_0007006	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Depression	depressive symptom measurement		Good	EFO_0007006	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dissocial personality disorder	Personality disorder		Medium	HP_0012075	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dissocial personality disorder	personality disorder (disease)		Medium	MONDO_0002028	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dissociative [conversion] disorders	conversion protocol		Medium	EFO_0005520	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Dissociative [conversion] disorders	dissociation measurement		Medium	EFO_0009750	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Eating disorders	eating disorder		Good	EFO_0005203	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Eating disorders	mental or behavioural disorder		Good	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other eating disorders	eating disorder		Good	EFO_0005203	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Emotional disorders and disorders of social functioning with onset specific to childhood	Neurodevelopmental disorder		Medium	EFO_0010642	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Emotional disorders and disorders of social functioning with onset specific to childhood	autism		Medium	EFO_0003758	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Emotionally unstable personality disorder	Personality disorder		Medium	HP_0012075	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Emotionally unstable personality disorder	personality disorder (disease)		Medium	MONDO_0002028	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Generalized anxiety disorder	generalized anxiety disorder		Good	EFO_1001892	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Kela-cod for severe mental illness	Intellectual disability, severe		Medium	HP_0010864	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Kela-cod for severe mental illness	psychiatric disorder		Medium	MONDO_0002025	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Manic episode	manic or hypomanic episode		High	EFO_0007706	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental disorders, not otherwise specified	mental or behavioural disorder		Good	EFO_0000677	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other mental disorders due to brain damage and dysfunction and to physical disease	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental retardation	Cleft palate		Medium	Orphanet_2014	http://www.orpha.net/ORDO/	https://www.targetvalidation.org	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental retardation	X-linked intellectual disability, Siderius type		Medium	Orphanet_85287	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental retardation	Familial primary hypomagnesemia with normocalciuria and normocalcemia		Medium	Orphanet_34527	http://www.orpha.net/ORDO/	https://www.targetvalidation.org	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental retardation	X-linked non-syndromic intellectual disability		Medium	Orphanet_777	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental retardation	Early-onset parkinsonism-intellectual disability syndrome		Medium	Orphanet_2379	http://www.orpha.net/ORDO/	https://www.ebi.ac.uk/eva	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mild mental retardation	Intellectual disability, mild		Good	HP_0001256	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mixed and other personality disorders	Personality disorder		High	HP_0012075	http://purl.obolibrary.org/obo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mood [affective] disorders	mood disorder		Medium	EFO_0004247	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mood [affective] disorders	anxiety disorder		Medium	EFO_0006788	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecidied mood [affective] disorders	mood disorder		Medium	EFO_0004247	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecidied mood [affective] disorders	anxiety disorder		Medium	EFO_0006788	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Neurotic, stress-related and somatoform disorders	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other neurotic disorders	neurotic disorder		Medium	EFO_0004257	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other neurotic disorders	anxiety disorder		Medium	EFO_0006788	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Obsessive-compulsive disorder	obsessive-compulsive disorder		High	EFO_0004242	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to opioids	mental or behavioural disorder		Medium	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to opioids	mental or behavioural disorder biomarker		Medium	EFO_0006848	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Organic, including symptomatic, mental disorders	Neurodevelopmental disorder		Medium	EFO_0010642	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Organic, including symptomatic, mental disorders	mental or behavioural disorder		Medium	EFO_0000677	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psycoactive substances	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified and unspecified personality disorders	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other specified and unspecified personality disorders	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Panic disorder	panic disorder		High	EFO_0004262	http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Paranoid personality disorder	Personality disorder		Medium	HP_0012075	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Paranoid personality disorder	personality disorder (disease)		Medium	MONDO_0002028	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Persistent mood disorders	mood disorder		Medium	EFO_0004247	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Persistent mood disorders	dysthymic disorder		Medium	EFO_0008623	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of adult personality and behaviour	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Specific personality disorders	personality		Good	EFO_0003947	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Phobic anxiety disorders	phobic disorder		High	EFO_1001908	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Psychiatric diseases	autism spectrum disorder, attention deficit hyperactivity disorder, unipolar depression, bipolar disorder, schizophrenia	; ; ; ; 	Good	EFO_0003756, EFO_0003888, EFO_0003761, EFO_0000289, EFO_0000692	http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/, http://www.ebi.ac.uk/efo/	http://www.genome.gov/gwastudies/	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of psychological developtment	Disorders of vitamin D metabolism		Medium	Orphanet_289098	http://www.orpha.net/ORDO/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Disorders of psychological developtment	disorders of pentose/polyol metabolism		Medium	MONDO_0018605	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified nonorganic psychotic disorders	glaucoma		Medium	EFO_0000516	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Other and unspecified nonorganic psychotic disorders	schizophrenia		Medium	EFO_0000692	http://www.ebi.ac.uk/efo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Acute and transient psychotic disorders	psychotic symptoms		High	EFO_0005940	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Post-traumatic stress disorder	post-traumatic stress disorder		High	EFO_0001358	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/gxa	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Schizophrenia, schizotypal and delusional disorders	N/A	N/A	Did not map	N/A	N/A	N/A	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Schizoaffective disorder	schizoaffective disorder		High	EFO_0005411	http://www.ebi.ac.uk/efo/	https://github.com/EBISPOT/EFO-UKB-mappings	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Schizotypal disorder	vision disorder		Medium	MONDO_0021084	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Schizotypal disorder	personality disorder (disease)		Medium	MONDO_0002028	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
[NO TYPE]	Schizoid personality disorder	schizoid personality disorder		Good	MONDO_0001161	http://purl.obolibrary.org/obo/	http://www.ebi.ac.uk/efo/efo.owl	[UNKNOWN EXPERIMENTS]
