"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"396","finn-a-E4_DM1KETO",94412,549,93863,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes with ketoacidosis",NA,"finngen_r2_E4_DM1KETO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"397","finn-a-E4_DM1NASCOMP",95208,1345,93863,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes with other specified/multiple/unspecified complications",NA,"finngen_r2_E4_DM1NASCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"398","finn-a-E4_DM1NEU",94106,243,93863,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes with neurological complications",NA,"finngen_r2_E4_DM1NEU.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"399","finn-a-E4_DM1NOCOMP",96133,2270,93863,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes without complications",NA,"finngen_r2_E4_DM1NOCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"400","finn-a-E4_DM1OPTH",95114,1251,93863,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes with ophthalmic complications",NA,"finngen_r2_E4_DM1OPTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"401","finn-a-E4_DM1PERIPH",94006,143,93863,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes with peripheral circulatory complications",NA,"finngen_r2_E4_DM1PERIPH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"402","finn-a-E4_DM1REN",94206,343,93863,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes with renal complications",NA,"finngen_r2_E4_DM1REN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"403","finn-a-E4_DM1_STRICT",83922,1267,82655,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 1 diabetes, strict (exclude DM2)",NA,"finngen_r2_E4_DM1_STRICT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"404","finn-a-E4_DM2",95030,12375,82655,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes",NA,"finngen_r2_E4_DM2.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"405","finn-a-E4_DM2COMA",85036,912,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes with coma",NA,"finngen_r2_E4_DM2COMA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"406","finn-a-E4_DM2KETO",84265,141,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes with ketoacidosis",NA,"finngen_r2_E4_DM2KETO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"407","finn-a-E4_DM2NASCOMP",93030,8906,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes with other specified/multiple/unspecified complications",NA,"finngen_r2_E4_DM2NASCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"408","finn-a-E4_DM2NEU",84498,374,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes with neurological complications",NA,"finngen_r2_E4_DM2NEU.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"409","finn-a-E4_DM2NOCOMP",89722,5598,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes without complications",NA,"finngen_r2_E4_DM2NOCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"410","finn-a-E4_DM2OPTH",85017,893,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes with ophthalmic complications",NA,"finngen_r2_E4_DM2OPTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"411","finn-a-E4_DM2PERIPH",84484,360,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes with peripheral circulatory complications",NA,"finngen_r2_E4_DM2PERIPH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"412","finn-a-E4_DM2REN",84526,402,84124,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes with renal complications",NA,"finngen_r2_E4_DM2REN.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"413","finn-a-E4_DM2_STRICT",93661,11006,82655,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Type 2 diabetes, strict (exclude DM1)",NA,"finngen_r2_E4_DM2_STRICT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"414","finn-a-E4_DMICD8",95980,917,95063,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diabetes, unspecified because of ICD-8",NA,"finngen_r2_E4_DMICD8.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"415","finn-a-E4_DMICD8COMA",96399,817,95582,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diabetes, unspecified because of ICD-8, with coma",NA,"finngen_r2_E4_DMICD8COMA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"416","finn-a-E4_DMICD8NASCOMP",95738,156,95582,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diabetes, unspecified because of ICD-8, with multiple/unspecified complications",NA,"finngen_r2_E4_DMICD8NASCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"417","finn-a-E4_DMICD8NOCOMP",96399,817,95582,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diabetes, unspecified because of ICD-8, without complications",NA,"finngen_r2_E4_DMICD8NOCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"418","finn-a-E4_DMICD8OTHCOMP",96499,917,95582,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Diabetes, unspecified because of ICD-8, with other specified complications",NA,"finngen_r2_E4_DMICD8OTHCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"419","finn-a-E4_DMNAS",84091,1436,82655,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspecified diabetes",NA,"finngen_r2_E4_DMNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"420","finn-a-E4_DMNASNASCOMP",95196,133,95063,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspecified diabetes with multiple/unspecified complications",NA,"finngen_r2_E4_DMNASNASCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"421","finn-a-E4_DMNASNOCOMP",95494,431,95063,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unspecified diabetes without complications",NA,"finngen_r2_E4_DMNASNOCOMP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"422","finn-a-E4_ENDODIS",94095,179,93916,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other endocrine disorders",NA,"finngen_r2_E4_ENDODIS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"423","finn-a-E4_ENDOGLAND",96499,2583,93916,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of other endocrine glands",NA,"finngen_r2_E4_ENDOGLAND.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"424","finn-a-E4_ENDOMETPOSTOP",96465,508,95957,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Postprocedural endocrine and metabolic disorders, not elsewhere classified",NA,"finngen_r2_E4_ENDOMETPOSTOP.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"425","finn-a-E4_ENDONUTRMET",96499,30065,66434,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endocrine, nutritional and metabolic diseases",NA,"finngen_r2_E4_ENDONUTRMET.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"426","finn-a-E4_FLUIDELECTRO",90218,1436,88782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of fluid, electrolyte and acid-base balance",NA,"finngen_r2_E4_FLUIDELECTRO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"427","finn-a-E4_GLUCOPANCREAS",96499,511,95988,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other disorders of glucose regulation and pancreatic internal secretion",NA,"finngen_r2_E4_GLUCOPANCREAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"428","finn-a-E4_GOITREDIFF",84732,214,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nontoxic diffuse goitre",NA,"finngen_r2_E4_GOITREDIFF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"429","finn-a-E4_GOITREMULTINOD",85908,1390,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nontoxic multinodular goitre",NA,"finngen_r2_E4_GOITREMULTINOD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"430","finn-a-E4_GOITRENAS",85006,488,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other and/or unspecified nontoxic goitre",NA,"finngen_r2_E4_GOITRENAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"431","finn-a-E4_GOITRENOD",84969,451,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Nontoxic single thyroid nodule",NA,"finngen_r2_E4_GOITRENOD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"432","finn-a-E4_HYPERCHOL",94628,3262,91366,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Pure hypercholesterolaemia",NA,"finngen_r2_E4_HYPERCHOL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"433","finn-a-E4_HYPERKALAEMIA",95225,162,95063,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hyperkalaemia",NA,"finngen_r2_E4_HYPERKALAEMIA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"434","finn-a-E4_HYPERLIPMIX",91547,181,91366,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Mixed hyperlipidaemia",NA,"finngen_r2_E4_HYPERLIPMIX.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"435","finn-a-E4_HYPERLIPNAS",92905,1539,91366,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hyperlipidaemia, other/unspecified",NA,"finngen_r2_E4_HYPERLIPNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"436","finn-a-E4_HYPERPARA",96371,1113,95258,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hyperparathyroidism",NA,"finngen_r2_E4_HYPERPARA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"437","finn-a-E4_HYPERPIT",94172,256,93916,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hyperfunction of pituitary gland",NA,"finngen_r2_E4_HYPERPIT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"438","finn-a-E4_HYPERPRO",96460,217,96243,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hyperprolactinaemia",NA,"finngen_r2_E4_HYPERPRO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"439","finn-a-E4_HYPOGLYC",96365,377,95988,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypoglycaemia, other or unspecified",NA,"finngen_r2_E4_HYPOGLYC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"440","finn-a-E4_HYPOKALAEMIA",95539,476,95063,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypokalaemia",NA,"finngen_r2_E4_HYPOKALAEMIA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"441","finn-a-E4_HYPOOSMNAT",95873,810,95063,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypo-osmolality and hyponatraemia",NA,"finngen_r2_E4_HYPOOSMNAT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"442","finn-a-E4_HYPOPARA",95406,148,95258,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypoparathyroidism",NA,"finngen_r2_E4_HYPOPARA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"443","finn-a-E4_HYPOPIT",94164,248,93916,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypopituitarism",NA,"finngen_r2_E4_HYPOPIT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"444","finn-a-E4_HYTHYNAS",94710,10192,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Hypothyroidism,other/unspecified",NA,"finngen_r2_E4_HYTHYNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"445","finn-a-E4_LACTONAS",96488,148,96340,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Lactose intolerance, other/unspecified",NA,"finngen_r2_E4_LACTONAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"446","finn-a-E4_LACTOSEINT",88941,159,88782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Lactose intolerance",NA,"finngen_r2_E4_LACTOSEINT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"447","finn-a-E4_LIPOPROT",93915,5133,88782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of lipoprotein metabolism and other lipidaemias",NA,"finngen_r2_E4_LIPOPROT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"448","finn-a-E4_LIPOPROTNAS",92045,679,91366,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorder of lipoprotein metabolism, unspecified",NA,"finngen_r2_E4_LIPOPROTNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"449","finn-a-E4_METABO",89324,542,88782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other metabolic disorders",NA,"finngen_r2_E4_METABO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"450","finn-a-E4_METABOLIA",96499,7717,88782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Metabolic disorders",NA,"finngen_r2_E4_METABOLIA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"451","finn-a-E4_MINERAL_MET",89063,281,88782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of mineral metabolism",NA,"finngen_r2_E4_MINERAL_MET.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"452","finn-a-E4_NUTRIDEF",96499,291,96208,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other nutritional deficiencies",NA,"finngen_r2_E4_NUTRIDEF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"453","finn-a-E4_OBESITY",96474,3006,93468,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Obesity",NA,"finngen_r2_E4_OBESITY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"454","finn-a-E4_OBESITYCAL",95410,1917,93493,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Obesity due to excess calories",NA,"finngen_r2_E4_OBESITYCAL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"455","finn-a-E4_OBESITYNAS",95172,1679,93493,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Obesity, other/unspecified",NA,"finngen_r2_E4_OBESITYNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"456","finn-a-E4_OBESITY_HYPER",96499,3031,93468,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Obesity and other hyperalimentation",NA,"finngen_r2_E4_OBESITY_HYPER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"457","finn-a-E4_OVARDYS",52654,325,52329,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Ovarian dysfunction",NA,"finngen_r2_E4_OVARDYS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"458","finn-a-E4_PARATHYRO",95157,1241,93916,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of parathyroid gland",NA,"finngen_r2_E4_PARATHYRO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"459","finn-a-E4_POCS",96391,219,96172,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Polycystic ovarian syndrome",NA,"finngen_r2_E4_POCS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"460","finn-a-E4_THYROID",96499,11981,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disorders of the thyroid gland",NA,"finngen_r2_E4_THYROID.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"461","finn-a-E4_THYROIDITSUBAC",84698,180,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Subacute thyroiditis",NA,"finngen_r2_E4_THYROIDITSUBAC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"462","finn-a-E4_THYTOXGOITDIF",85239,721,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Thyrotoxicosis with diffuse goitr",NA,"finngen_r2_E4_THYTOXGOITDIF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"463","finn-a-E4_THYTOXGOITMULT",95418,261,95157,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Thyrotoxicosis with toxic multinodular goitre",NA,"finngen_r2_E4_THYTOXGOITMULT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"464","finn-a-E4_THYTOXNAS",85465,947,84518,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Thyrotoxicosis, other and/or unspecified",NA,"finngen_r2_E4_THYTOXNAS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"465","finn-a-E4_VIT_DEF",96422,214,96208,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Vitamin deficiency",NA,"finngen_r2_E4_VIT_DEF.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"466","finn-a-E4_VOLUME",89127,345,88782,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Volume depletion",NA,"finngen_r2_E4_VOLUME.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"467","finn-a-ENDOMETRIOSIS_NOS",93655,536,93119,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Unsepcified/other endometriosis",NA,"finngen_r2_ENDOMETRIOSIS_NOS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"468","finn-a-ENDOMETRIOSIS_OVARY",94467,1348,93119,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of ovary",NA,"finngen_r2_ENDOMETRIOSIS_OVARY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"469","finn-a-ENDOMETRIOSIS_PELVICPERITONEUM",94294,1175,93119,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of pelvic peritoneum",NA,"finngen_r2_ENDOMETRIOSIS_PELVICPERITONEUM.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"470","finn-a-ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA",93656,537,93119,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of rectovaginal septum and vagina",NA,"finngen_r2_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"471","finn-a-ENDOMETRIOSIS_UTERUS",94004,885,93119,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Endometriosis of uterus",NA,"finngen_r2_ENDOMETRIOSIS_UTERUS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"472","finn-a-ETMOIDECTOMY",96117,616,95501,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Etmoidectomy",NA,"finngen_r2_ETMOIDECTOMY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"473","finn-a-F5_ADHD",95718,241,95477,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Disturbance of activity and attention",NA,"finngen_r2_F5_ADHD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"474","finn-a-F5_ALCOHOL",94489,3353,91136,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Mental and behavioural disorders due to alcohol, excluding acute intoxication",NA,"finngen_r2_F5_ALCOHOL.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"475","finn-a-F5_ALCOHOLAC",93928,2792,91136,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Acute alcohol intoxication",NA,"finngen_r2_F5_ALCOHOLAC.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"476","finn-a-F5_ALLANXIOUS",93291,4591,88700,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","All anxiety disorders",NA,"finngen_r2_F5_ALLANXIOUS.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"477","finn-a-F5_ALZHDEMENT",95388,1051,94337,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Dementia in Alzheimer disease",NA,"finngen_r2_F5_ALZHDEMENT.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"478","finn-a-F5_ANAPER",93933,213,93720,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Anankastic personality disorder",NA,"finngen_r2_F5_ANAPER.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"479","finn-a-F5_ANOREX",95220,414,94806,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Anorexia (incl.atypical)",NA,"finngen_r2_F5_ANOREX.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"480","finn-a-F5_ANXIETY",91706,3006,88700,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other anxiety disorders",NA,"finngen_r2_F5_ANXIETY.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"481","finn-a-F5_BEHAVE",96499,1693,94806,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Behavioural syndromes associated with physiological disturbances and physical factors",NA,"finngen_r2_F5_BEHAVE.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"482","finn-a-F5_BEHEMOCHILD",96499,1022,95477,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence",NA,"finngen_r2_F5_BEHEMOCHILD.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"483","finn-a-F5_BEHEMOTH",95782,305,95477,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Other behavioural and emotional disorders with onset usually occuring in childhood and adolescence",NA,"finngen_r2_F5_BEHEMOTH.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
"484","finn-a-F5_BIPO",87957,1876,86081,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2020,"European","Bipolar affective disorders",NA,"finngen_r2_F5_BIPO.gz",16152119,"tab",TRUE,1,0,1,2,3,4,6,7,8,9
