phenocode	name	category	n_cases	n_controls	path_bucket	path_https
DM_NEPHROPATHY	Diabetic nephropathy	Other	975	93523	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_NEPHROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_NEPHROPATHY.gz
DM_NEPHROPATHY_EXMORE	Diabetic nephropathy	Other	975	82214	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_NEPHROPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_NEPHROPATHY_EXMORE.gz
DM_NEUROPATHY	Diabetic neuropathy	Other	589	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_NEUROPATHY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_NEUROPATHY.gz
DM_OPTHALMIC_COMORB	Diabetes, opthalmic co-morbidities	Other	184	10925	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_OPTHALMIC_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_OPTHALMIC_COMORB.gz
DM_OTHER_WIDE	Other diabetes, wide definition	Other	12317	80865	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_OTHER_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_OTHER_WIDE.gz
DM_PERIPHATHERO	Peripheral atherosclerosis	Other	2181	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_PERIPHATHERO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_PERIPHATHERO.gz
DM_RETINA_PROLIF	Proliferative diabetic retinopathy	Other	3494	90873	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_RETINA_PROLIF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_RETINA_PROLIF.gz
DM_RETINOPATHY	Diabetic retinopathy	Other	5626	90126	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_RETINOPATHY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_RETINOPATHY.gz
DM_RETINOPATHY_EXMORE	Diabetic retinopathy	Other	5626	79948	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_RETINOPATHY_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_RETINOPATHY_EXMORE.gz
DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch)	Other	126	13934	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_RET_VEIN_OCCLU.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_RET_VEIN_OCCLU.gz
DM_SEVERAL_COMPLICATIONS	Diabetes, several complications	Other	2507	75420	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_SEVERAL_COMPLICATIONS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_SEVERAL_COMPLICATIONS.gz
DM_VITREOUS_BLEEDING	Vitreous bleeding (caused by prolif. dmrp when together with H36.03*)	Other	499	90873	gs://finngen-public-data-r2/summary_stats/finngen_r2_DM_VITREOUS_BLEEDING.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DM_VITREOUS_BLEEDING.gz
DPP4INH	Dipeptidyl peptidase 4 (DPP-4) inhibitors	Other	717	85744	gs://finngen-public-data-r2/summary_stats/finngen_r2_DPP4INH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DPP4INH.gz
DRY_AMD	Dry age-related macular degeneration (includes geographic atrophy)	Other	860	47834	gs://finngen-public-data-r2/summary_stats/finngen_r2_DRY_AMD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_DRY_AMD.gz
Dementia_U	Undefined dementia	Other	894	95605	gs://finngen-public-data-r2/summary_stats/finngen_r2_Dementia_U.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_Dementia_U.gz
E4_ADRENAL	Other disorders of adrenal gland	Endocrine, nutritional and metabolic diseases	138	93916	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_ADRENAL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_ADRENAL.gz
E4_CA_MET	Disorders of calcium metabolism	Endocrine, nutritional and metabolic diseases	216	96218	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_CA_MET.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_CA_MET.gz
E4_DIABETES	Diabetes mellitus	Endocrine, nutritional and metabolic diseases	13844	82655	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DIABETES.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DIABETES.gz
E4_DM1	Type 1 diabetes	Endocrine, nutritional and metabolic diseases	2636	82655	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1.gz
E4_DM1COMA	Type 1 diabetes with coma	Endocrine, nutritional and metabolic diseases	563	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1COMA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1COMA.gz
E4_DM1KETO	Type 1 diabetes with ketoacidosis	Endocrine, nutritional and metabolic diseases	549	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1KETO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1KETO.gz
E4_DM1NASCOMP	Type 1 diabetes with other specified/multiple/unspecified complications	Endocrine, nutritional and metabolic diseases	1345	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1NASCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1NASCOMP.gz
E4_DM1NEU	Type 1 diabetes with neurological complications	Endocrine, nutritional and metabolic diseases	243	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1NEU.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1NEU.gz
E4_DM1NOCOMP	Type 1 diabetes without complications	Endocrine, nutritional and metabolic diseases	2270	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1NOCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1NOCOMP.gz
E4_DM1OPTH	Type 1 diabetes with ophthalmic complications	Endocrine, nutritional and metabolic diseases	1251	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1OPTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1OPTH.gz
E4_DM1PERIPH	Type 1 diabetes with peripheral circulatory complications	Endocrine, nutritional and metabolic diseases	143	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1PERIPH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1PERIPH.gz
E4_DM1REN	Type 1 diabetes with renal complications	Endocrine, nutritional and metabolic diseases	343	93863	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1REN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1REN.gz
E4_DM1_STRICT	Type 1 diabetes, strict (exclude DM2)	Endocrine, nutritional and metabolic diseases	1267	82655	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM1_STRICT.gz
E4_DM2	Type 2 diabetes	Endocrine, nutritional and metabolic diseases	12375	82655	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2.gz
E4_DM2COMA	Type 2 diabetes with coma	Endocrine, nutritional and metabolic diseases	912	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2COMA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2COMA.gz
E4_DM2KETO	Type 2 diabetes with ketoacidosis	Endocrine, nutritional and metabolic diseases	141	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2KETO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2KETO.gz
E4_DM2NASCOMP	Type 2 diabetes with other specified/multiple/unspecified complications	Endocrine, nutritional and metabolic diseases	8906	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2NASCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2NASCOMP.gz
E4_DM2NEU	Type 2 diabetes with neurological complications	Endocrine, nutritional and metabolic diseases	374	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2NEU.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2NEU.gz
E4_DM2NOCOMP	Type 2 diabetes without complications	Endocrine, nutritional and metabolic diseases	5598	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2NOCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2NOCOMP.gz
E4_DM2OPTH	Type 2 diabetes with ophthalmic complications	Endocrine, nutritional and metabolic diseases	893	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2OPTH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2OPTH.gz
E4_DM2PERIPH	Type 2 diabetes with peripheral circulatory complications	Endocrine, nutritional and metabolic diseases	360	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2PERIPH.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2PERIPH.gz
E4_DM2REN	Type 2 diabetes with renal complications	Endocrine, nutritional and metabolic diseases	402	84124	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2REN.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2REN.gz
E4_DM2_STRICT	Type 2 diabetes, strict (exclude DM1)	Endocrine, nutritional and metabolic diseases	11006	82655	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DM2_STRICT.gz
E4_DMICD8	Diabetes, unspecified because of ICD-8	Endocrine, nutritional and metabolic diseases	917	95063	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8.gz
E4_DMICD8COMA	Diabetes, unspecified because of ICD-8, with coma	Endocrine, nutritional and metabolic diseases	817	95582	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8COMA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8COMA.gz
E4_DMICD8NASCOMP	Diabetes, unspecified because of ICD-8, with multiple/unspecified complications	Endocrine, nutritional and metabolic diseases	156	95582	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8NASCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8NASCOMP.gz
E4_DMICD8NOCOMP	Diabetes, unspecified because of ICD-8, without complications	Endocrine, nutritional and metabolic diseases	817	95582	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8NOCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8NOCOMP.gz
E4_DMICD8OTHCOMP	Diabetes, unspecified because of ICD-8, with other specified complications	Endocrine, nutritional and metabolic diseases	917	95582	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8OTHCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMICD8OTHCOMP.gz
E4_DMNAS	Unspecified diabetes	Endocrine, nutritional and metabolic diseases	1436	82655	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMNAS.gz
E4_DMNASNASCOMP	Unspecified diabetes with multiple/unspecified complications	Endocrine, nutritional and metabolic diseases	133	95063	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMNASNASCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMNASNASCOMP.gz
E4_DMNASNOCOMP	Unspecified diabetes without complications	Endocrine, nutritional and metabolic diseases	431	95063	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_DMNASNOCOMP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_DMNASNOCOMP.gz
E4_ENDODIS	Other endocrine disorders	Endocrine, nutritional and metabolic diseases	179	93916	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDODIS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDODIS.gz
E4_ENDOGLAND	Disorders of other endocrine glands	Endocrine, nutritional and metabolic diseases	2583	93916	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDOGLAND.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDOGLAND.gz
E4_ENDOMETPOSTOP	Postprocedural endocrine and metabolic disorders, not elsewhere classified	Endocrine, nutritional and metabolic diseases	508	95957	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDOMETPOSTOP.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDOMETPOSTOP.gz
E4_ENDONUTRMET	Endocrine, nutritional and metabolic diseases	Endocrine, nutritional and metabolic diseases	30065	66434	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDONUTRMET.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_ENDONUTRMET.gz
E4_FLUIDELECTRO	Other disorders of fluid, electrolyte and acid-base balance	Endocrine, nutritional and metabolic diseases	1436	88782	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_FLUIDELECTRO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_FLUIDELECTRO.gz
E4_GLUCOPANCREAS	Other disorders of glucose regulation and pancreatic internal secretion	Endocrine, nutritional and metabolic diseases	511	95988	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_GLUCOPANCREAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_GLUCOPANCREAS.gz
E4_GOITREDIFF	Nontoxic diffuse goitre	Endocrine, nutritional and metabolic diseases	214	84518	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITREDIFF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITREDIFF.gz
E4_GOITREMULTINOD	Nontoxic multinodular goitre	Endocrine, nutritional and metabolic diseases	1390	84518	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITREMULTINOD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITREMULTINOD.gz
E4_GOITRENAS	Other and/or unspecified nontoxic goitre	Endocrine, nutritional and metabolic diseases	488	84518	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITRENAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITRENAS.gz
E4_GOITRENOD	Nontoxic single thyroid nodule	Endocrine, nutritional and metabolic diseases	451	84518	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITRENOD.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_GOITRENOD.gz
E4_HYPERCHOL	Pure hypercholesterolaemia	Endocrine, nutritional and metabolic diseases	3262	91366	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERCHOL.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERCHOL.gz
E4_HYPERKALAEMIA	Hyperkalaemia	Endocrine, nutritional and metabolic diseases	162	95063	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERKALAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERKALAEMIA.gz
E4_HYPERLIPMIX	Mixed hyperlipidaemia	Endocrine, nutritional and metabolic diseases	181	91366	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERLIPMIX.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERLIPMIX.gz
E4_HYPERLIPNAS	Hyperlipidaemia, other/unspecified	Endocrine, nutritional and metabolic diseases	1539	91366	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERLIPNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERLIPNAS.gz
E4_HYPERPARA	Hyperparathyroidism	Endocrine, nutritional and metabolic diseases	1113	95258	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERPARA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERPARA.gz
E4_HYPERPIT	Hyperfunction of pituitary gland	Endocrine, nutritional and metabolic diseases	256	93916	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERPIT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERPIT.gz
E4_HYPERPRO	Hyperprolactinaemia	Endocrine, nutritional and metabolic diseases	217	96243	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERPRO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPERPRO.gz
E4_HYPOGLYC	Hypoglycaemia, other or unspecified	Endocrine, nutritional and metabolic diseases	377	95988	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOGLYC.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOGLYC.gz
E4_HYPOKALAEMIA	Hypokalaemia	Endocrine, nutritional and metabolic diseases	476	95063	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOKALAEMIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOKALAEMIA.gz
E4_HYPOOSMNAT	Hypo-osmolality and hyponatraemia	Endocrine, nutritional and metabolic diseases	810	95063	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOOSMNAT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOOSMNAT.gz
E4_HYPOPARA	Hypoparathyroidism	Endocrine, nutritional and metabolic diseases	148	95258	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOPARA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOPARA.gz
E4_HYPOPIT	Hypopituitarism	Endocrine, nutritional and metabolic diseases	248	93916	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOPIT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYPOPIT.gz
E4_HYTHYNAS	Hypothyroidism,other/unspecified	Endocrine, nutritional and metabolic diseases	10192	84518	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_HYTHYNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_HYTHYNAS.gz
E4_LACTONAS	Lactose intolerance, other/unspecified	Endocrine, nutritional and metabolic diseases	148	96340	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_LACTONAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_LACTONAS.gz
E4_LACTOSEINT	Lactose intolerance	Endocrine, nutritional and metabolic diseases	159	88782	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_LACTOSEINT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_LACTOSEINT.gz
E4_LIPOPROT	Disorders of lipoprotein metabolism and other lipidaemias	Endocrine, nutritional and metabolic diseases	5133	88782	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_LIPOPROT.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_LIPOPROT.gz
E4_LIPOPROTNAS	Disorder of lipoprotein metabolism, unspecified	Endocrine, nutritional and metabolic diseases	679	91366	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_LIPOPROTNAS.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_LIPOPROTNAS.gz
E4_METABO	Other metabolic disorders	Endocrine, nutritional and metabolic diseases	542	88782	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_METABO.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_METABO.gz
E4_METABOLIA	Metabolic disorders	Endocrine, nutritional and metabolic diseases	7717	88782	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_METABOLIA.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_METABOLIA.gz
E4_MINERAL_MET	Disorders of mineral metabolism	Endocrine, nutritional and metabolic diseases	281	88782	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_MINERAL_MET.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_MINERAL_MET.gz
E4_NUTRIDEF	Other nutritional deficiencies	Endocrine, nutritional and metabolic diseases	291	96208	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_NUTRIDEF.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_NUTRIDEF.gz
E4_OBESITY	Obesity	Endocrine, nutritional and metabolic diseases	3006	93468	gs://finngen-public-data-r2/summary_stats/finngen_r2_E4_OBESITY.gz	https://storage.googleapis.com/finngen-public-data-r2/summary_stats/finngen_r2_E4_OBESITY.gz
